text,label
"resume: Accomplished in mongodb, Cloud Architect, MEng in Computer Science, designed applications with, Led mongodb projects, Built mongodb pipelines, 4 years experience, for global enterprise clients [sep] job: Backend Developer: mongodb, in a fast-paced environment, 1 year+",1
"resume: Accomplished in teaching, sales, social work, gcp, airflow, Backend Developer, BA in Data Science, deployed cloud-based solutions, Led teaching projects, 3 years experience [sep] job: DevOps Engineer: d3 js, 3 years+",0
"resume: Skilled in keras, bigquery, linux, pytorch, kotlin, hadoop, kubernetes, Cloud Architect, MS in Data Science, designed applications with, Optimized hadoop workflows, 3 years experience [sep] job: Data Scientist: git, tensorflow, hugging face, 2 years+",0
"resume: Versed in sales, teaching, javascript, kafka, Backend Developer, MEng in Statistics, optimized workflows for, Led sales projects, Led javascript projects, senior experience, Microsoft Azure Data Scientist [sep] job: Machine Learning Engineer: qlik, aws, 3 years+",0
"resume: Specialized in go, azure, Cloud Architect, High School Diploma, deployed cloud-based solutions, 1 year experience, Google Cloud Professional Data Engineer [sep] job: Cloud Architect: rust, ruby, rest, senior+",0
"resume: Accomplished in marketing, legal, retail management, social work, gcp, DevOps Engineer, MS in Computer Science, contributed to data-driven projects, Led social work projects, Optimized legal workflows, Led retail management projects, senior experience, Tableau Desktop Specialist [sep] job: Software Engineer: go, seaborn, airflow, for data-driven projects, senior+",0
"resume: Skilled in redis, seaborn, scikit learn, typescript, hadoop, xgboost, Cloud Architect, MS in Information Technology, developed solutions for, Built xgboost pipelines, Developed xgboost models, 5 years experience, Google Cloud Professional Data Engineer [sep] job: Cloud Architect: scikit learn, power bi, redis, hadoop, seaborn, 3 years+",1
"resume: Proficient in ruby, bigquery, hadoop, Data Scientist, Doctor of Engineering, Built bigquery pipelines, Built bigquery pipelines, Optimized bigquery workflows, 4 years experience [sep] job: Machine Learning Engineer: hadoop, ruby, requires expertise in, senior+",1
"resume: Proficient in docker, gitlab ci, qlik, onnx, mysql, javascript, Data Scientist, Doctor of Computer Science, collaborated in agile teams, Built javascript pipelines, Developed gitlab ci models, Optimized gitlab ci workflows, 4 years experience, Tableau Desktop Specialist [sep] job: Data Scientist: gitlab ci, tableau, linux, docker, 1 year+",1
"resume: Versed in sql, business intelligence, aws, kafka, snowflake, graphic design, Cloud Architect, BS in Data Science, 1 year experience, Google Cloud Professional Data Engineer [sep] job: Data Analyst: aws, scikit learn, api, ruby, in a fast-paced environment, 4 years+",0
"resume: Skilled in xgboost, keras, aws, api, javascript, qlik, c++, sql, Machine Learning Engineer, High School Diploma, designed applications with, Optimized api workflows, 2 years experience, Microsoft Azure Data Scientist [sep] job: Data Analyst: api, cybersecurity, azure, keras, aws, xgboost, to build scalable solutions, 2 years+",1
"resume: Proficient in sales, finance, operations management, human resources, DevOps Engineer, MS in Information Technology, deployed cloud-based solutions, Led operations management projects, 3 years experience, AWS Certified Developer [sep] job: Cloud Architect: rest, onnx, hadoop, gcp, rust, senior+",0
"resume: Proficient in legal, healthcare admin, DevOps Engineer, BS in Computer Science, Built healthcare admin pipelines, Led healthcare admin projects, Built healthcare admin pipelines, 5 years experience, Tableau Desktop Specialist [sep] job: Software Engineer: api, computer vision, scala, 2 years+",0
"resume: Trained in customer service, healthcare admin, operations management, javascript, data analysis, Software Engineer, BA in Engineering, 2 years experience, Certified Kubernetes Administrator, using tools like Jupyter and VS Code [sep] job: Cloud Architect: hadoop, api, gcp, 4 years+",0
"resume: Versed in legal, finance, ansible, blockchain, Machine Learning Engineer, BEng in Statistics, contributed to data-driven projects, Optimized finance workflows, Developed legal models, Built blockchain pipelines, senior experience, in a team of 5 engineers [sep] job: Cloud Architect: tableau, kotlin, pytorch, 5 years+",0
"resume: Experienced in seaborn, rest, blockchain, cassandra, pytorch, DevOps Engineer, BS in Information Technology, Developed cassandra models, Optimized blockchain workflows, senior experience, Microsoft Azure Data Scientist [sep] job: DevOps Engineer: rest, cassandra, gcp, seaborn, for data-driven projects, 4 years+",1
"resume: Specialized in postgresql, python, ggplot, business intelligence, Machine Learning Engineer, BA in Engineering, deployed cloud-based solutions, Developed python models, Led ggplot projects, Optimized ggplot workflows, senior experience, Tableau Desktop Specialist [sep] job: Machine Learning Engineer: docker, python, machine learning, postgresql, 3 years+",1
"resume: Versed in legal, social work, operations management, finance, hadoop, Machine Learning Engineer, BS in Engineering, led projects involving, Built finance pipelines, Optimized operations management workflows, 5 years experience, Certified Kubernetes Administrator, in a team of 5 engineers [sep] job: Software Engineer: hugging face, ruby, pytorch, mongodb, with focus on cloud technologies, 4 years+",0
"resume: Skilled in business development, healthcare admin, communication, python, Data Analyst, MEng in Engineering, optimized workflows for, Developed business development models, Led python projects, 3 years experience, Tableau Desktop Specialist, with cloud-native architectures [sep] job: Backend Developer: gitlab ci, 5 years+",0
"resume: Trained in azure, DevOps Engineer, Diploma in Computer Science, built machine learning models for, Built azure pipelines, Led azure projects, 4 years experience, Microsoft Azure Data Scientist [sep] job: Cloud Architect: azure, senior+",1
"resume: Accomplished in c++, rest, Data Scientist, MEng in Statistics, built machine learning models for, Built rest pipelines, 4 years experience, AWS Certified Developer [sep] job: Data Scientist: business intelligence, scala, bigquery, gitlab ci, 4 years+",0
"resume: Accomplished in business analysis, java, tableau, mongodb, langchain, javascript, linux, Cloud Architect, BA in Engineering, designed applications with, Developed tableau models, Optimized linux workflows, Built mongodb pipelines, senior experience, Microsoft Azure Data Scientist [sep] job: Data Scientist: azure, scikit learn, rest, for data-driven projects, 4 years+",0
"resume: Specialized in teaching, retail management, jenkins, communication, Cloud Architect, MBA, led projects involving, Optimized retail management workflows, 5 years experience [sep] job: DevOps Engineer: javascript, kubernetes, for data-driven projects, senior+",0
"resume: Experienced in keras, Data Scientist, Diploma in Statistics, optimized workflows for, Led keras projects, senior experience, Microsoft Azure Data Scientist [sep] job: Machine Learning Engineer: keras, 4 years+",1
"resume: Accomplished in computer vision, mysql, rust, deep learning, redis, quantum computing, team leadership, data analysis, Data Scientist, MBA, contributed to data-driven projects, Built deep learning pipelines, Developed rust models, Led data analysis projects, senior experience, Microsoft Azure Data Scientist [sep] job: Software Engineer: deep learning, computer vision, rust, machine learning, azure, mysql, 3 years+",1
"resume: Trained in julia, linux, Cloud Architect, MEng in Engineering, contributed to data-driven projects, Optimized linux workflows, Led julia projects, Developed linux models, senior experience, Certified Kubernetes Administrator, using tools like Jupyter and VS Code [sep] job: Backend Developer: julia, 3 years+",1
"resume: Experienced in human resources, teaching, healthcare admin, Data Scientist, MEng in Computer Science, contributed to data-driven projects, Developed teaching models, 3 years experience, Microsoft Azure Data Scientist [sep] job: Software Engineer: cybersecurity, qlik, deep learning, kotlin, for data-driven projects, 1 year+",0
"resume: Skilled in operations management, sales, teaching, healthcare admin, c++, scala, Data Scientist, BEng in Engineering, Optimized healthcare admin workflows, 1 year experience, AWS Certified Developer [sep] job: Machine Learning Engineer: redis, d3 js, 5 years+",0
"resume: Expert in hugging face, qlik, git, langchain, Machine Learning Engineer, MEng in Information Technology, optimized workflows for, Optimized langchain workflows, Led langchain projects, Developed git models, 4 years experience, Tableau Desktop Specialist [sep] job: Data Analyst: hugging face, 3 years+",1
"resume: Expert in healthcare admin, operations management, human resources, retail management, Data Analyst, BEng in Computer Science, collaborated in agile teams, Developed healthcare admin models, Led operations management projects, 3 years experience, Certified Kubernetes Administrator [sep] job: Software Engineer: keras, deep learning, 1 year+",0
"resume: Skilled in terraform, java, sql, business intelligence, gcp, pandas, linux, rest, Cloud Architect, PhD in Data Science, optimized workflows for, Built rest pipelines, 4 years experience, Microsoft Azure Data Scientist [sep] job: Cloud Architect: business intelligence, rest, sql, terraform, qlik, java, 2 years+",1
"resume: Specialized in marketing, social work, retail management, business development, tensorflow, matplotlib, kafka, plotly, Data Scientist, BS in Information Technology, developed solutions for, 2 years experience, Certified Kubernetes Administrator [sep] job: DevOps Engineer: d3 js, scala, for data-driven projects, 5 years+",0
"resume: Expert in keras, ansible, api, DevOps Engineer, Doctor of Statistics, Developed keras models, 5 years experience, Certified Kubernetes Administrator, for global enterprise clients [sep] job: Machine Learning Engineer: keras, 2 years+",1
"resume: Versed in nlp, julia, Data Scientist, MBA, built machine learning models for, Developed julia models, Optimized julia workflows, Led julia projects, senior experience, Tableau Desktop Specialist [sep] job: Backend Developer: julia, tableau, nlp, 4 years+",1
"resume: Versed in linux, ruby, data analysis, nlp, Machine Learning Engineer, BA in Statistics, deployed cloud-based solutions, Led linux projects, 1 year experience [sep] job: Data Analyst: linux, 1 year+",1
"resume: Accomplished in event planning, customer service, human resources, DevOps Engineer, BEng in Computer Science, deployed cloud-based solutions, Built human resources pipelines, senior experience, Google Cloud Professional Data Engineer [sep] job: Data Analyst: bigquery, gitlab ci, api, 4 years+",0
"resume: Specialized in seaborn, go, tensorflow, nlp, rest, langchain, Machine Learning Engineer, MBA, led projects involving, Built tensorflow pipelines, senior experience, Certified Kubernetes Administrator [sep] job: Data Analyst: gcp, seaborn, go, kubernetes, in a fast-paced environment, senior+",1
"resume: Proficient in go, d3 js, hugging face, graphic design, xgboost, communication, pytorch, Data Analyst, BEng in Engineering, implemented data pipelines for, Optimized d3 js workflows, 5 years experience, Tableau Desktop Specialist [sep] job: DevOps Engineer: kubernetes, blockchain, 3 years+",0
"resume: Versed in mysql, azure, gcp, cassandra, kotlin, keras, tensorflow, java, bigquery, Data Analyst, PhD in Engineering, implemented data pipelines for, Led gcp projects, 5 years experience, AWS Certified Developer, using tools like Jupyter and VS Code [sep] job: Machine Learning Engineer: azure, kotlin, pandas, mysql, keras, gcp, rest, cassandra, for data-driven projects, senior+",1
"resume: Expert in human resources, business development, Backend Developer, MS in Computer Science, implemented data pipelines for, Optimized business development workflows, Optimized business development workflows, senior experience, Tableau Desktop Specialist [sep] job: Cloud Architect: qlik, javascript, go, pytorch, xgboost, 2 years+",0
"resume: Experienced in agile methodologies, linux, aws, langchain, operations management, Data Scientist, High School Diploma, optimized workflows for, Optimized operations management workflows, 1 year experience, Certified Kubernetes Administrator [sep] job: Software Engineer: gitlab ci, kafka, data analysis, senior+",0
"resume: Specialized in snowflake, jenkins, business analysis, Data Scientist, MEng in Statistics, implemented data pipelines for, Developed snowflake models, Built jenkins pipelines, Led snowflake projects, 4 years experience, Certified Kubernetes Administrator, for global enterprise clients [sep] job: Machine Learning Engineer: snowflake, kubernetes, 2 years+",1
"resume: Experienced in cassandra, Data Scientist, BA in Statistics, collaborated in agile teams, 2 years experience, AWS Certified Developer, for global enterprise clients [sep] job: Machine Learning Engineer: aws, pytorch, rust, 3 years+",0
"resume: Experienced in teaching, healthcare admin, customer service, xgboost, DevOps Engineer, MBA, deployed cloud-based solutions, Optimized customer service workflows, 5 years experience, Tableau Desktop Specialist [sep] job: Software Engineer: cassandra, c++, airflow, gcp, 4 years+",0
"resume: Skilled in gitlab ci, cybersecurity, blockchain, xgboost, Software Engineer, PhD in Computer Science, implemented data pipelines for, Led gitlab ci projects, Optimized gitlab ci workflows, senior experience, Microsoft Azure Data Scientist [sep] job: Cloud Architect: gitlab ci, senior+",1
"resume: Accomplished in marketing, customer service, aws, Machine Learning Engineer, MBA, led projects involving, Built aws pipelines, 3 years experience, Certified Kubernetes Administrator, using tools like Jupyter and VS Code [sep] job: Cloud Architect: python, d3 js, 4 years+",0
"resume: Expert in retail management, healthcare admin, julia, Machine Learning Engineer, MS in Engineering, developed solutions for, Optimized healthcare admin workflows, Led healthcare admin projects, 3 years experience, Google Cloud Professional Data Engineer, using tools like Jupyter and VS Code [sep] job: Machine Learning Engineer: computer vision, scala, deep learning, 3 years+",0
"resume: Versed in qlik, scala, spark, snowflake, Software Engineer, MS in Information Technology, designed applications with, Built snowflake pipelines, Built snowflake pipelines, 3 years experience, Google Cloud Professional Data Engineer [sep] job: DevOps Engineer: scala, qlik, snowflake, 3 years+",1
"resume: Proficient in event planning, operations management, nlp, Software Engineer, PhD in Engineering, designed applications with, Optimized operations management workflows, Optimized operations management workflows, 5 years experience, Certified Kubernetes Administrator [sep] job: Machine Learning Engineer: tableau, docker, xgboost, c++, bigquery, 3 years+",0
"resume: Expert in gcp, nlp, scikit learn, Machine Learning Engineer, MS in Data Science, designed applications with, Led nlp projects, senior experience [sep] job: Data Scientist: gcp, 2 years+",1
"resume: Proficient in xgboost, neo4j, terraform, rest, agile methodologies, DevOps Engineer, MS in Computer Science, built machine learning models for, Built neo4j pipelines, Optimized neo4j workflows, Built xgboost pipelines, senior experience, AWS Certified Developer [sep] job: Machine Learning Engineer: xgboost, docker, neo4j, machine learning, 2 years+",1
"resume: Expert in customer service, javascript, Cloud Architect, MBA, Built javascript pipelines, 4 years experience [sep] job: Software Engineer: ruby, rust, hugging face, kubernetes, mysql, linux, for data-driven projects, 2 years+",0
"resume: Specialized in postgresql, qlik, blockchain, keras, Software Engineer, Certificate in Data Science, deployed cloud-based solutions, Led qlik projects, Built qlik pipelines, 3 years experience, Tableau Desktop Specialist [sep] job: Data Analyst: postgresql, 2 years+",1
"resume: Proficient in rest, gcp, event planning, blockchain, python, Software Engineer, Doctor of Engineering, collaborated in agile teams, Led python projects, Developed blockchain models, Led blockchain projects, 5 years experience, Tableau Desktop Specialist [sep] job: DevOps Engineer: c++, keras, spark, mysql, 1 year+",0
"resume: Trained in scala, xgboost, cassandra, agile methodologies, deep learning, scikit learn, Cloud Architect, MEng in Data Science, led projects involving, Developed deep learning models, Optimized deep learning workflows, Optimized deep learning workflows, 4 years experience, AWS Certified Developer [sep] job: Data Scientist: scala, scikit learn, xgboost, 3 years+",1
"resume: Proficient in airflow, jenkins, d3 js, kafka, nlp, onnx, matplotlib, DevOps Engineer, PhD in Engineering, contributed to data-driven projects, Built airflow pipelines, Optimized jenkins workflows, Developed jenkins models, senior experience, Microsoft Azure Data Scientist [sep] job: Cloud Architect: power bi, d3 js, airflow, onnx, jenkins, 3 years+",1
"resume: Accomplished in sales, customer service, human resources, legal, neo4j, Machine Learning Engineer, BA in Information Technology, deployed cloud-based solutions, Developed sales models, 5 years experience, Google Cloud Professional Data Engineer, for global enterprise clients [sep] job: Data Analyst: gitlab ci, senior+",0
"resume: Specialized in legal, finance, seaborn, Machine Learning Engineer, MEng in Information Technology, designed applications with, Built finance pipelines, 3 years experience, AWS Certified Developer [sep] job: Backend Developer: kafka, scala, 4 years+",0
"resume: Specialized in spark, java, go, d3 js, blockchain, gitlab ci, rest, keras, Backend Developer, Doctor of Data Science, developed solutions for, Developed gitlab ci models, Optimized gitlab ci workflows, Developed gitlab ci models, 5 years experience, Tableau Desktop Specialist [sep] job: Software Engineer: git, go, d3 js, rest, java, spark, 1 year+",1
"resume: Specialized in python, sql, business intelligence, aws, communication, gcp, cybersecurity, Cloud Architect, MBA, deployed cloud-based solutions, Built business intelligence pipelines, Led cybersecurity projects, Optimized sql workflows, 5 years experience, Microsoft Azure Data Scientist [sep] job: Machine Learning Engineer: business intelligence, aws, sql, d3 js, quantum computing, cybersecurity, python, 5 years+",1
"resume: Proficient in business development, operations management, human resources, Data Scientist, High School Diploma, led projects involving, 2 years experience, AWS Certified Developer [sep] job: Data Scientist: qlik, 3 years+",0
"resume: Trained in plotly, javascript, quantum computing, Data Scientist, High School Diploma, optimized workflows for, Led javascript projects, 2 years experience, Google Cloud Professional Data Engineer [sep] job: Machine Learning Engineer: plotly, 1 year+",1
"resume: Proficient in retail management, healthcare admin, kafka, kotlin, Data Analyst, BA in Computer Science, deployed cloud-based solutions, Optimized kotlin workflows, 3 years experience, Tableau Desktop Specialist [sep] job: Data Analyst: ansible, keras, pytorch, power bi, tableau, senior+",0
"resume: Versed in airflow, linux, communication, keras, Software Engineer, MBA, collaborated in agile teams, Developed communication models, Built airflow pipelines, Led communication projects, 5 years experience [sep] job: Data Analyst: airflow, 5 years+",1
"resume: Accomplished in matplotlib, Data Analyst, BEng in Information Technology, contributed to data-driven projects, Built matplotlib pipelines, Developed matplotlib models, 5 years experience, Microsoft Azure Data Scientist [sep] job: Cloud Architect: matplotlib, 4 years+",1
"resume: Proficient in d3 js, javascript, java, nlp, agile methodologies, Cloud Architect, MS in Statistics, Developed agile methodologies models, Developed d3 js models, 5 years experience, Certified Kubernetes Administrator [sep] job: Cloud Architect: javascript, d3 js, nlp, python, 4 years+",1
"resume: Accomplished in event planning, teaching, business analysis, pandas, Data Scientist, BA in Information Technology, developed solutions for, Built teaching pipelines, 5 years experience, Certified Kubernetes Administrator [sep] job: Cloud Architect: javascript, plotly, python, rest, kafka, api, 2 years+",0
"resume: Skilled in plotly, r, data analysis, git, machine learning, hugging face, linux, DevOps Engineer, BA in Data Science, built machine learning models for, Built hugging face pipelines, 3 years experience, AWS Certified Developer [sep] job: Data Scientist: gitlab ci, ruby, 2 years+",0
"resume: Proficient in legal, event planning, human resources, social work, Cloud Architect, MEng in Computer Science, collaborated in agile teams, Built legal pipelines, senior experience, AWS Certified Developer [sep] job: Backend Developer: plotly, linux, 5 years+",0
"resume: Skilled in hadoop, plotly, aws, Data Scientist, High School Diploma, led projects involving, 1 year experience, Google Cloud Professional Data Engineer [sep] job: Machine Learning Engineer: hadoop, 1 year+",1
"resume: Expert in kafka, kubernetes, team leadership, business analysis, Data Analyst, MEng in Engineering, designed applications with, Developed kafka models, 3 years experience, Microsoft Azure Data Scientist [sep] job: Software Engineer: kafka, 2 years+",1
"resume: Proficient in julia, scikit learn, postgresql, Machine Learning Engineer, MBA, Optimized julia workflows, 5 years experience, Microsoft Azure Data Scientist [sep] job: Data Analyst: julia, 1 year+",1
"resume: Specialized in legal, customer service, finance, event planning, Data Analyst, BEng in Engineering, implemented data pipelines for, Built customer service pipelines, 1 year experience, Tableau Desktop Specialist, in a team of 5 engineers [sep] job: Data Analyst: machine learning, python, to build scalable solutions, 3 years+",0
"resume: Experienced in ruby, rust, gcp, tableau, gitlab ci, looker, hugging face, neo4j, Software Engineer, MS in Statistics, led projects involving, Built rust pipelines, Built neo4j pipelines, 5 years experience [sep] job: Data Scientist: sql, tableau, neo4j, gcp, ruby, rust, senior+",1
"resume: Trained in pytorch, looker, terraform, qlik, javascript, gitlab ci, Software Engineer, BS in Computer Science, collaborated in agile teams, Optimized pytorch workflows, 5 years experience, Certified Kubernetes Administrator [sep] job: Software Engineer: javascript, pytorch, kubernetes, terraform, looker, senior+",1
"resume: Experienced in nlp, kafka, git, spark, DevOps Engineer, BEng in Engineering, Developed nlp models, 4 years experience, Microsoft Azure Data Scientist [sep] job: Data Analyst: nlp, 3 years+",1
"resume: Versed in kotlin, finance, matplotlib, data analysis, deep learning, Data Scientist, BEng in Computer Science, implemented data pipelines for, Developed kotlin models, Developed kotlin models, 3 years experience, AWS Certified Developer, in a team of 5 engineers [sep] job: DevOps Engineer: r, cassandra, data analysis, xgboost, scala, langchain, senior+",0
"resume: Trained in retail management, teaching, human resources, customer service, Cloud Architect, MEng in Computer Science, optimized workflows for, Led human resources projects, Optimized teaching workflows, Optimized retail management workflows, 5 years experience, AWS Certified Developer [sep] job: Software Engineer: quantum computing, azure, onnx, mysql, java, data analysis, 2 years+",0
"resume: Experienced in tensorflow, jenkins, business intelligence, Data Analyst, MBA, optimized workflows for, Built business intelligence pipelines, 5 years experience, Certified Kubernetes Administrator [sep] job: Data Analyst: tensorflow, 1 year+",1
"resume: Proficient in business development, customer service, retail management, data analysis, hadoop, DevOps Engineer, Certificate in Data Science, built machine learning models for, 2 years experience, AWS Certified Developer [sep] job: DevOps Engineer: java, gitlab ci, requires expertise in, 5 years+",0
"resume: Accomplished in cybersecurity, cassandra, team leadership, xgboost, hugging face, seaborn, Data Analyst, PhD in Data Science, collaborated in agile teams, Led cybersecurity projects, Developed cassandra models, Developed cybersecurity models, senior experience, Google Cloud Professional Data Engineer [sep] job: Data Analyst: cybersecurity, cassandra, hugging face, 4 years+",1
"resume: Accomplished in ggplot, python, rust, java, deep learning, Cloud Architect, BEng in Statistics, contributed to data-driven projects, Built python pipelines, Developed rust models, 5 years experience, Google Cloud Professional Data Engineer [sep] job: DevOps Engineer: ggplot, 4 years+",1
"resume: Specialized in kafka, quantum computing, ruby, scikit learn, communication, Data Scientist, BS in Computer Science, contributed to data-driven projects, Developed ruby models, Built kafka pipelines, 3 years experience [sep] job: Software Engineer: scikit learn, hadoop, 3 years+",0
"resume: Versed in docker, machine learning, snowflake, blockchain, plotly, Cloud Architect, PhD in Data Science, contributed to data-driven projects, Optimized machine learning workflows, Developed plotly models, 5 years experience, Google Cloud Professional Data Engineer [sep] job: Machine Learning Engineer: docker, requires expertise in, 4 years+",1
"resume: Skilled in gitlab ci, kubernetes, javascript, langchain, kotlin, postgresql, Data Analyst, PhD in Engineering, built machine learning models for, Built langchain pipelines, Led langchain projects, Led javascript projects, 5 years experience, Tableau Desktop Specialist [sep] job: Backend Developer: kubernetes, machine learning, seaborn, javascript, gitlab ci, 2 years+",1
"resume: Accomplished in operations management, business development, retail management, teaching, xgboost, Backend Developer, Diploma in Computer Science, led projects involving, 2 years experience, Certified Kubernetes Administrator [sep] job: Backend Developer: python, redis, looker, matplotlib, 3 years+",0
"resume: Specialized in kafka, terraform, mysql, Cloud Architect, PhD in Data Science, led projects involving, Optimized kafka workflows, Led mysql projects, 5 years experience, Tableau Desktop Specialist [sep] job: Backend Developer: linux, onnx, senior+",0
"resume: Versed in d3 js, Cloud Architect, BS in Information Technology, collaborated in agile teams, Led d3 js projects, Led d3 js projects, Built d3 js pipelines, 5 years experience, Google Cloud Professional Data Engineer [sep] job: Data Scientist: d3 js, 4 years+",1
"resume: Experienced in airflow, cybersecurity, rust, business analysis, DevOps Engineer, BA in Information Technology, led projects involving, Led cybersecurity projects, Optimized airflow workflows, senior experience, Tableau Desktop Specialist [sep] job: Machine Learning Engineer: kubernetes, 4 years+",0
"resume: Specialized in retail management, legal, Cloud Architect, MS in Data Science, deployed cloud-based solutions, Optimized retail management workflows, Built legal pipelines, senior experience, Google Cloud Professional Data Engineer [sep] job: DevOps Engineer: jenkins, hugging face, keras, julia, airflow, 2 years+",0
"resume: Skilled in java, ggplot, rest, d3 js, azure, Cloud Architect, MBA, collaborated in agile teams, Developed d3 js models, Led java projects, 5 years experience, AWS Certified Developer [sep] job: Cloud Architect: ggplot, java, aws, 2 years+",1
"resume: Specialized in langchain, ggplot, plotly, machine learning, business intelligence, postgresql, git, ruby, julia, Cloud Architect, BEng in Computer Science, designed applications with, Built postgresql pipelines, Built business intelligence pipelines, Led git projects, 5 years experience, Certified Kubernetes Administrator [sep] job: Cloud Architect: business intelligence, go, typescript, langchain, ggplot, plotly, postgresql, machine learning, 1 year+",1
"resume: Expert in ggplot, business analysis, Data Analyst, MS in Computer Science, collaborated in agile teams, Built ggplot pipelines, Led business analysis projects, 4 years experience, Google Cloud Professional Data Engineer [sep] job: Data Analyst: ggplot, senior+",1
"resume: Accomplished in rest, Data Scientist, BA in Computer Science, implemented data pipelines for, Led rest projects, Built rest pipelines, 3 years experience, AWS Certified Developer, leveraging agile methodologies [sep] job: Software Engineer: rest, 2 years+",1
"resume: Expert in business development, graphic design, legal, finance, c++, mongodb, Software Engineer, Certificate in Data Science, implemented data pipelines for, Optimized business development workflows, 1 year experience, Microsoft Azure Data Scientist [sep] job: DevOps Engineer: postgresql, snowflake, hugging face, 5 years+",0
"resume: Trained in nlp, power bi, go, plotly, cybersecurity, bigquery, Data Scientist, Diploma in Computer Science, developed solutions for, Built bigquery pipelines, Developed nlp models, 3 years experience, Microsoft Azure Data Scientist [sep] job: Machine Learning Engineer: langchain, business intelligence, docker, go, terraform, senior+",0
"resume: Experienced in operations management, graphic design, social work, docker, sql, Data Analyst, MS in Information Technology, optimized workflows for, Led operations management projects, Developed graphic design models, Optimized docker workflows, 5 years experience, leveraging agile methodologies [sep] job: Software Engineer: keras, ggplot, 4 years+",0
"resume: Experienced in rust, python, airflow, aws, rest, Software Engineer, Doctor of Statistics, contributed to data-driven projects, Developed rust models, Optimized aws workflows, 4 years experience, Certified Kubernetes Administrator [sep] job: Data Scientist: rust, seaborn, python, aws, 4 years+",1
"resume: Specialized in onnx, DevOps Engineer, BS in Information Technology, contributed to data-driven projects, Developed onnx models, Optimized onnx workflows, senior experience [sep] job: Software Engineer: onnx, in a fast-paced environment, 1 year+",1
"resume: Proficient in operations management, event planning, healthcare admin, business development, looker, Data Scientist, Diploma in Engineering, led projects involving, 2 years experience, Microsoft Azure Data Scientist [sep] job: Data Analyst: data analysis, matplotlib, 4 years+",0
"resume: Versed in event planning, customer service, docker, Data Scientist, MEng in Data Science, optimized workflows for, Built docker pipelines, Built docker pipelines, 4 years experience, Google Cloud Professional Data Engineer [sep] job: DevOps Engineer: qlik, senior+",0
"resume: Versed in docker, rust, gcp, project management, social work, Backend Developer, MS in Data Science, designed applications with, Optimized gcp workflows, senior experience, Microsoft Azure Data Scientist [sep] job: DevOps Engineer: looker, sql, onnx, 5 years+",0
"resume: Versed in typescript, hadoop, python, langchain, Data Scientist, MS in Statistics, collaborated in agile teams, Developed langchain models, 3 years experience, Google Cloud Professional Data Engineer, using tools like Jupyter and VS Code [sep] job: Backend Developer: typescript, 1 year+",1
"resume: Versed in airflow, DevOps Engineer, MS in Computer Science, collaborated in agile teams, Optimized airflow workflows, Optimized airflow workflows, 4 years experience, AWS Certified Developer [sep] job: Cloud Architect: airflow, 4 years+",1
"resume: Experienced in plotly, kotlin, airflow, azure, business development, go, Cloud Architect, BEng in Computer Science, deployed cloud-based solutions, 2 years experience, Tableau Desktop Specialist, integrating REST APIs [sep] job: Data Scientist: neo4j, cybersecurity, data analysis, mysql, 4 years+",0
"resume: Experienced in blockchain, Data Scientist, Certificate in Data Science, led projects involving, Optimized blockchain workflows, Built blockchain pipelines, 4 years experience, AWS Certified Developer [sep] job: DevOps Engineer: blockchain, requires expertise in, 3 years+",1
"resume: Skilled in python, d3 js, looker, tableau, hadoop, Backend Developer, MBA, optimized workflows for, Led looker projects, Led python projects, Optimized hadoop workflows, senior experience, Google Cloud Professional Data Engineer, using tools like Jupyter and VS Code [sep] job: Backend Developer: python, 3 years+",1
"resume: Accomplished in computer vision, hadoop, seaborn, postgresql, aws, keras, redis, tableau, Software Engineer, Certificate in Statistics, Developed tableau models, 2 years experience, Google Cloud Professional Data Engineer [sep] job: Cloud Architect: computer vision, mongodb, aws, postgresql, hadoop, seaborn, in a fast-paced environment, 1 year+",1
"resume: Specialized in finance, graphic design, healthcare admin, human resources, Backend Developer, BS in Statistics, deployed cloud-based solutions, Led graphic design projects, Developed healthcare admin models, 3 years experience, Certified Kubernetes Administrator [sep] job: Backend Developer: kubernetes, gcp, airflow, docker, 5 years+",0
"resume: Trained in business development, finance, cassandra, seaborn, Cloud Architect, Diploma in Statistics, contributed to data-driven projects, Led business development projects, 2 years experience, Tableau Desktop Specialist, using tools like Jupyter and VS Code [sep] job: Data Scientist: seaborn, tensorflow, with focus on cloud technologies, senior+",0
"resume: Proficient in mysql, Machine Learning Engineer, Certificate in Computer Science, developed solutions for, Built mysql pipelines, 4 years experience, Microsoft Azure Data Scientist [sep] job: DevOps Engineer: mysql, 4 years+",1
"resume: Trained in spark, git, tensorflow, ansible, docker, go, Machine Learning Engineer, BA in Engineering, built machine learning models for, Developed tensorflow models, Optimized git workflows, 5 years experience, AWS Certified Developer [sep] job: DevOps Engineer: git, spark, aws, to build scalable solutions, senior+",1
"resume: Specialized in blockchain, tableau, team leadership, pandas, aws, Cloud Architect, Diploma in Information Technology, designed applications with, Led tableau projects, Built blockchain pipelines, Optimized pandas workflows, senior experience, AWS Certified Developer, with cloud-native architectures [sep] job: Software Engineer: blockchain, for data-driven projects, 2 years+",1
